months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,fraud_flag,reviews
119,66,945800,11/24/94,SC,500/1000,500,976.9,4000000,509544,MALE,High School,machine-op-inspct,dancing,unmarried,51545,-77616,04/23/14,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,IN,Riverwood,2089 3rd Hwy,4,3,NO,0,2,YES,22850,3203,3315,16332,Mercedes,Pathfinder,1999,N,0,
322,54,576807,10/19/09,OH,250/500,2000,1295.55,4000000,581395,FEMALE,MD,machine-op-inspct,dancing,unmarried,65872,-29217,09/17/14,Single Vehicle Collision,?,Major Damage,Police,SC,Hillsdale,2619 2nd Drive,9,1,NO,1,2,NO,6022,710,1075,4237,Ford,Tahoe,2015,N,0,
382,62,612970,05/14/90,SC,100/300,1000,1099.44,4000000,485447,MALE,High School,priv-house-serv,golf,unmarried,57687,-51541,09/26/14,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Columbus,3248 Elm Lane,14,3,YES,2,3,YES,22152,1349,2256,18547,Honda,95,2001,N,0,
462,51,380447,04/22/97,VA,250/500,500,808.89,6000000,442364,FEMALE,Masters,tech-support,skydiving,unmarried,70171,-15261,04/06/14,Multi-vehicle Collision,?,Major Damage,Fire,NC,Northbend,6838 Maple Drive,13,2,YES,0,0,YES,61387,7502,14515,39370,Saab,Camry,1995,N,0,
87,60,741926,03/03/93,SC,250/500,1000,1624.89,0,489389,FEMALE,MD,priv-house-serv,bungie-jumping,other-relative,37474,-40520,01/19/14,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,Springfield,5853 Elm Lane,1,3,YES,1,3,NO,58780,12434,6813,39533,Dodge,Highlander,2001,N,0,Purchased false pretenses.
337,54,289298,12/13/92,WV,250/500,2000,1198.55,5000000,537252,FEMALE,High School,tech-support,bungie-jumping,husband,42978,-47484,04/05/14,Vehicle Theft,Front Collision,Major Damage,,WV,Columbus,4933 3rd Hwy,19,2,YES,2,1,YES,8793,1745,1315,5733,Ford,Camry,1996,N,0,
157,78,346671,03/12/12,IL,250/500,2000,951.92,3000000,583731,MALE,Masters,priv-house-serv,sleeping,wife,31777,-30028,05/22/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,IN,Springfield,5535 3rd Hwy,2,1,YES,0,3,YES,48477,9141,4254,35082,Audi,Camry,1998,N,0,
220,38,202026,02/08/94,SC,100/300,2000,809.09,3000000,537063,FEMALE,Associate,tech-support,board-games,unmarried,17740,-20407,02/27/14,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,5944 4th St,2,3,NO,0,3,?,32271,5439,4953,21879,Nissan,Tahoe,1995,N,0,
8,72,905518,03/23/09,NY,250/500,1000,1327.34,5000000,580747,MALE,MD,armed-forces,bungie-jumping,wife,33996,-46711,03/22/15,Single Vehicle Collision,Rear Collision,Total Loss,Police,OH,Riverwood,3060 Maple Drive,11,3,NO,1,0,YES,20798,4357,1742,14699,Accura,92x,2010,N,0,
361,23,316212,05/18/93,SC,250/500,1000,1168.6,4000000,638943,FEMALE,Masters,priv-house-serv,sleeping,husband,10687,-54819,09/11/15,Single Vehicle Collision,Side Collision,Major Damage,Police,IN,Arlington,5316 Maple Drive,4,3,NO,0,3,NO,43256,5730,10606,26920,Honda,RAM,2000,N,0,User-friendly website. Easy purchase.
17,44,577529,08/25/96,IL,250/500,1000,1193.78,0,564339,MALE,Associate,machine-op-inspct,camping,unmarried,40866,-48813,05/01/15,Single Vehicle Collision,Rear Collision,Total Loss,Police,IN,Riverwood,1645 Maple Drive,15,1,YES,0,0,YES,84658,21048,5756,57854,Mercedes,Pathfinder,1999,Y,1,Delighted with professionalism.
187,77,710292,10/04/13,SC,100/300,500,1299.4,3000000,662865,FEMALE,PhD,tech-support,board-games,husband,18456,-8040,05/22/14,Parked Car,Rear Collision,Total Loss,Police,WV,Springfield,7562 Elm Lane,6,2,?,1,1,YES,115765,19777,6670,89318,Dodge,E400,2010,Y,1,
248,64,696024,11/29/02,NC,250/500,1000,1474.06,6000000,555718,MALE,Associate,sales,board-games,husband,49673,-37992,07/09/15,Single Vehicle Collision,Front Collision,Total Loss,Police,IN,Springfield,5308 2nd Drive,0,1,YES,1,1,NO,10013,1222,799,7992,Accura,F150,2011,N,0,
334,50,585561,04/08/11,SC,500/1000,1000,1280.73,5000000,403794,FEMALE,MD,priv-house-serv,reading,wife,71443,-11590,04/13/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,7580 4th St,23,1,YES,1,2,NO,74174,13911,15249,45014,Honda,E400,2006,N,0,
234,57,877614,09/07/93,WV,100/300,1000,1301.94,0,589262,MALE,Associate,machine-op-inspct,reading,unmarried,32117,-43574,06/26/14,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Riverwood,8288 5th Ridge,0,1,NO,1,3,NO,107727,24607,12763,70357,Honda,Pathfinder,1998,N,0,Patient knowledgeable support team.
419,64,356731,12/01/91,OH,100/300,1000,1362.92,3000000,435068,MALE,Masters,armed-forces,reading,wife,32812,-26202,02/23/14,Vehicle Theft,?,Minor Damage,Ambulance,NY,Riverwood,5650 5th Ridge,4,3,YES,2,0,YES,25101,5556,1564,17981,Nissan,92x,2005,N,0,
64,51,384610,11/18/92,OH,100/300,500,1662.25,0,517528,MALE,PhD,machine-op-inspct,bungie-jumping,husband,20824,-75349,08/30/15,Multi-vehicle Collision,Front Collision,Minor Damage,,NC,Columbus,9824 Maple Drive,13,3,NO,0,3,NO,40523,5948,4597,29978,Honda,RAM,1999,N,0,
131,68,578702,08/21/04,OH,100/300,2000,1557.01,0,590243,FEMALE,PhD,protective-serv,camping,wife,40120,-34472,07/23/14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,2430 2nd Drive,23,1,?,1,1,YES,82034,20084,4142,57808,Chevrolet,Civic,1995,N,0,
129,26,269294,08/04/90,OH,250/500,2000,1319.99,0,573063,MALE,Associate,priv-house-serv,bungie-jumping,unmarried,68699,-50056,08/25/14,Parked Car,?,Total Loss,Fire,NY,Springfield,5863 5th Ridge,4,1,NO,2,0,YES,95366,19390,9136,66840,Accura,F150,1998,N,0,Average service. Nothing special.
190,61,822066,02/22/15,IL,500/1000,2000,868.87,0,485956,FEMALE,High School,machine-op-inspct,golf,wife,64147,-26297,04/11/14,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Columbus,2485 4th St,23,1,?,1,1,YES,79886,11504,10337,58045,Audi,E400,2000,N,0,Very dissatisfied with service quality.
2,48,601428,03/08/03,NY,250/500,1000,1568.13,3000000,650173,FEMALE,PhD,machine-op-inspct,bungie-jumping,own-child,32070,-79211,09/05/14,Single Vehicle Collision,Side Collision,Major Damage,,VA,Riverwood,4265 3rd Hwy,14,2,YES,1,3,YES,20886,1927,3338,15621,Mercedes,95,2008,N,0,
215,62,826659,01/10/09,NY,250/500,1000,1996.91,5000000,691472,FEMALE,MD,protective-serv,board-games,other-relative,19553,-73317,02/22/15,Single Vehicle Collision,Side Collision,Minor Damage,,IN,Hillsdale,8192 4th St,3,1,YES,1,2,?,47144,4028,11068,32048,Saab,E400,1995,N,0,
191,31,835787,07/09/08,NC,250/500,2000,1579.05,0,467971,MALE,High School,tech-support,dancing,wife,64233,-70209,08/08/15,Single Vehicle Collision,Side Collision,Minor Damage,,WV,Northbend,9212 Elm Lane,3,2,?,0,2,YES,94383,9259,5239,79885,Chevrolet,A5,2010,N,0,
293,20,687070,09/25/12,NY,250/500,500,1431.19,6000000,496344,FEMALE,Masters,tech-support,dancing,own-child,29022,-69628,06/11/15,Parked Car,Rear Collision,Minor Damage,Police,WV,Riverwood,7633 4th St,10,2,NO,1,3,YES,115823,22689,21327,71807,Ford,Pathfinder,2008,Y,1,
288,68,872480,08/06/91,IN,250/500,500,1396.5,4000000,635932,MALE,Masters,protective-serv,bungie-jumping,wife,71437,-22397,05/30/15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Columbus,2789 5th Ridge,23,3,NO,1,2,NO,107419,11476,17054,78889,Honda,F150,2012,Y,1,
141,20,385149,10/18/94,IN,100/300,500,1170.68,5000000,430182,FEMALE,High School,machine-op-inspct,skydiving,unmarried,15328,-77897,11/18/14,Parked Car,?,Minor Damage,Other,OH,Arlington,4677 3rd Hwy,3,3,?,1,2,YES,41506,3904,2609,34993,Mercedes,RAM,2005,N,0,
214,63,145143,07/20/00,IL,100/300,1000,1794.36,3000000,631903,FEMALE,MD,protective-serv,dancing,husband,44750,-72820,07/08/15,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,IN,Hillsdale,4593 5th Ridge,9,1,NO,0,1,YES,28125,1421,1978,24726,Saab,95,2000,N,0,
252,37,381283,03/29/12,OH,100/300,1000,1400.21,5000000,461410,MALE,High School,machine-op-inspct,dancing,other-relative,67008,-75177,08/20/14,Single Vehicle Collision,?,Minor Damage,Fire,NY,Arlington,1620 2nd Drive,10,2,NO,1,3,YES,43399,8238,10542,24619,Accura,Highlander,2015,N,0,
417,29,813348,12/16/04,IN,100/300,500,1927.36,6000000,574349,MALE,Masters,protective-serv,reading,husband,47254,-28740,04/12/15,Single Vehicle Collision,Front Collision,Major Damage,Police,IL,Arlington,4611 3rd Hwy,4,1,YES,1,1,YES,77159,8282,4000,64877,Nissan,92x,2011,N,0,
39,47,869060,11/22/02,OH,100/300,1000,1496.91,0,472321,MALE,Associate,exec-managerial,dancing,other-relative,55060,-56321,12/23/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,6249 2nd Drive,4,1,?,1,1,?,118837,18949,21750,78138,Honda,92x,2008,Y,1,Premiums increased without reason.
308,23,347731,02/12/01,IN,100/300,1000,1220.74,3000000,567072,FEMALE,PhD,armed-forces,board-games,unmarried,36709,-16054,10/03/14,Vehicle Theft,?,Total Loss,Police,IN,Springfield,3104 5th Ridge,0,3,YES,2,3,?,11780,2771,2479,6530,Mercedes,RAM,2011,Y,1,
41,63,697060,05/17/90,VA,100/300,500,1715.08,5000000,452736,FEMALE,MD,machine-op-inspct,bungie-jumping,husband,73333,-24619,02/01/14,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,7023 Elm Lane,9,2,NO,1,3,YES,63611,7826,11211,44574,Nissan,Civic,2003,N,0,
133,24,195505,01/07/91,IL,100/300,2000,1652.19,6000000,472321,MALE,Masters,machine-op-inspct,skydiving,wife,55942,-5447,01/25/15,Single Vehicle Collision,Front Collision,Total Loss,,NC,Columbus,1719 Maple Drive,8,3,?,1,3,NO,34107,1910,6444,25753,Honda,92x,2015,N,0,
222,64,659445,01/28/07,IN,100/300,500,1243.32,4000000,524192,MALE,Masters,protective-serv,dancing,wife,14843,-47000,12/06/14,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,6753 3rd Hwy,22,1,NO,1,2,YES,97425,17893,15388,64144,Nissan,E400,2005,N,0,
405,66,367155,05/04/99,OH,250/500,1000,1107.68,5000000,597475,FEMALE,MD,armed-forces,skydiving,unmarried,3284,-43184,01/06/15,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5536 Elm Lane,9,1,NO,1,2,YES,27174,4461,5221,17492,Dodge,A5,2015,N,0,
169,44,480924,05/04/04,OH,100/300,1000,1641.94,4000000,482414,FEMALE,Masters,armed-forces,golf,husband,40539,-43726,02/01/15,Multi-vehicle Collision,?,Major Damage,Police,NC,Riverwood,9145 5th Ridge,8,3,YES,1,1,NO,109191,15652,8774,84765,Ford,F150,2009,Y,1,
250,76,209550,10/18/05,SC,100/300,1000,1789.14,5000000,680255,FEMALE,Associate,priv-house-serv,camping,husband,14636,-43078,05/13/14,Parked Car,Front Collision,Major Damage,Police,NY,Springfield,4718 Elm Lane,14,2,YES,0,1,YES,102240,16134,11652,74454,Audi,92x,2015,Y,1,
289,70,295795,09/09/94,VA,500/1000,1000,1652.62,4000000,559043,FEMALE,Associate,machine-op-inspct,skydiving,other-relative,995,-16978,06/27/15,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8078 4th St,11,3,NO,1,1,YES,99809,23410,11536,64863,Saab,F150,2003,Y,1,
379,35,436068,06/17/95,NC,100/300,2000,1950.19,6000000,687229,FEMALE,High School,priv-house-serv,bungie-jumping,wife,25551,-53440,06/28/15,Single Vehicle Collision,Rear Collision,Total Loss,Police,OH,Springfield,2658 Maple Drive,14,3,NO,2,3,YES,25366,4526,3051,17789,Nissan,E400,1996,N,0,
198,75,316939,08/16/95,WV,500/1000,500,1247.85,5000000,590845,FEMALE,Masters,exec-managerial,board-games,wife,23621,-57878,02/22/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8167 4th St,17,2,NO,1,2,YES,66899,6337,10111,50451,Audi,F150,1998,N,0,
283,24,536369,07/30/06,NY,100/300,2000,1673.54,0,681922,FEMALE,Associate,sales,camping,unmarried,77049,-59071,05/24/15,Single Vehicle Collision,Rear Collision,Major Damage,,WV,Hillsdale,7385 4th St,2,1,NO,2,2,YES,80969,15771,6155,59043,Audi,Tahoe,2012,N,0,
419,73,885960,09/15/06,NC,250/500,2000,1629.95,4000000,404473,FEMALE,MD,tech-support,bungie-jumping,unmarried,74235,-17661,05/12/14,Vehicle Theft,Front Collision,Minor Damage,Police,SC,Northbend,9323 Elm Lane,5,3,NO,1,1,YES,29601,1774,6057,21770,Audi,RAM,2011,N,0,
219,61,930588,03/02/02,IL,100/300,1000,828.7,6000000,527475,FEMALE,MD,exec-managerial,bungie-jumping,own-child,34578,-37133,10/08/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,IL,Northbend,5573 1st Ave,6,2,YES,0,2,?,14878,2076,2549,10253,Chevrolet,A3,2010,N,0,Premium fair for coverage.
469,38,928163,12/31/98,OH,500/1000,1000,1703.63,5000000,571579,MALE,High School,sales,reading,wife,38906,-52523,07/25/15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Columbus,6404 5th Ridge,21,2,YES,1,1,YES,60538,12151,9710,38677,Accura,A3,2003,N,0,
198,50,887404,05/14/07,IL,250/500,500,896.88,0,532903,FEMALE,Associate,priv-house-serv,sleeping,husband,51180,-62682,11/14/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8431 5th Ridge,4,3,YES,1,1,YES,77201,4491,11195,61515,Audi,E400,2008,Y,1,
217,32,747687,01/08/97,VA,500/1000,2000,923.35,6000000,407145,MALE,High School,machine-op-inspct,sleeping,husband,41639,-22351,03/15/14,Parked Car,Front Collision,Major Damage,Fire,IN,Columbus,5555 2nd Drive,21,2,NO,2,3,YES,79586,4638,12285,62663,Nissan,Tahoe,2011,N,0,
12,55,777018,06/01/03,WV,100/300,1000,1195.76,5000000,428342,MALE,High School,exec-managerial,dancing,husband,75766,-42199,10/13/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,IL,Hillsdale,7068 5th Ridge,4,3,YES,2,0,YES,55497,8175,2878,44444,Mercedes,A3,1998,Y,1,
267,22,100569,08/03/13,NC,100/300,500,1643.15,4000000,602871,MALE,Masters,exec-managerial,skydiving,wife,28142,-53730,11/10/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,VA,Columbus,3287 Maple Drive,19,1,YES,2,2,NO,78124,8515,7111,62498,Saab,A5,2015,N,0,
235,49,188106,06/13/90,NY,250/500,1000,1395.04,0,592007,MALE,PhD,machine-op-inspct,camping,unmarried,71406,-27840,04/15/14,Single Vehicle Collision,Front Collision,Total Loss,Police,IL,Northbend,4937 Elm Lane,3,1,YES,2,3,?,50349,4246,9387,36716,Chevrolet,95,2015,N,0,
208,61,464329,05/02/10,SC,250/500,1000,1459.38,0,402847,FEMALE,MD,sales,golf,unmarried,27694,-76510,12/22/14,Single Vehicle Collision,?,Minor Damage,,OH,Columbus,7514 3rd Hwy,20,2,?,1,1,YES,63416,10262,12309,40845,Saab,RAM,2000,N,0,
312,68,505243,10/06/15,IL,250/500,500,1491.17,6000000,620402,MALE,Associate,protective-serv,sleeping,other-relative,48254,-12977,12/29/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,IL,Springfield,3900 Maple Drive,6,3,NO,0,3,YES,14318,2911,2877,8530,Nissan,Tahoe,2008,N,0,
274,20,379337,04/09/12,IL,500/1000,2000,1355.57,5000000,568470,MALE,High School,tech-support,sleeping,wife,52964,-4132,05/24/15,Multi-vehicle Collision,?,Minor Damage,,WV,Hillsdale,6085 Elm Lane,20,1,YES,1,0,YES,101585,6824,12377,82384,Ford,Highlander,1998,N,0,
473,54,397641,04/04/07,IL,250/500,500,1429.48,0,469540,MALE,Masters,tech-support,board-games,own-child,10362,-9979,07/15/15,Single Vehicle Collision,Rear Collision,Total Loss,Police,OH,Riverwood,6333 2nd Drive,15,1,?,0,1,YES,37315,7936,5103,24276,Chevrolet,Civic,1999,N,0,
203,69,449115,08/19/09,OH,100/300,1000,1497.19,0,476663,MALE,Masters,armed-forces,sleeping,husband,46693,-46883,10/15/15,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,8179 4th St,19,1,NO,2,3,NO,5471,1148,805,3518,Nissan,A3,2012,N,0,
218,67,980114,09/10/90,OH,250/500,2000,1318.32,0,507963,MALE,Associate,protective-serv,board-games,husband,55543,-33080,02/27/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,IN,Riverwood,7358 Maple Drive,16,3,YES,2,0,YES,43885,3928,10801,29156,Dodge,F150,2010,N,0,
406,75,450163,01/31/96,VA,250/500,1000,1398.96,5000000,431070,FEMALE,MD,exec-managerial,bungie-jumping,other-relative,56852,-31869,04/17/15,Multi-vehicle Collision,Front Collision,Major Damage,,SC,Arlington,3843 Elm Lane,11,1,?,2,3,NO,37892,7715,8312,21865,Toyota,E400,2006,N,0,
243,58,923297,07/25/98,SC,500/1000,2000,1375.61,3000000,669253,FEMALE,High School,armed-forces,camping,husband,58228,-880,03/21/15,Multi-vehicle Collision,Side Collision,Major Damage,,WV,Riverwood,3386 4th St,22,1,YES,0,0,NO,54455,7514,7446,39495,Accura,Tahoe,2015,N,0,
125,39,212756,11/04/92,SC,500/1000,500,1640.85,5000000,570112,FEMALE,Masters,tech-support,golf,own-child,50393,-75537,07/17/15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,OH,Riverwood,2843 3rd Hwy,12,3,NO,2,2,YES,61814,15291,4755,41768,Nissan,Civic,2015,N,0,Premium increased significantly without proper justification or explanation.
260,60,922481,04/20/95,IN,100/300,500,1480.01,6000000,518110,FEMALE,High School,priv-house-serv,sleeping,other-relative,8287,-12028,08/16/14,Parked Car,Front Collision,Minor Damage,Police,OH,Columbus,5975 Maple Drive,17,1,NO,1,1,NO,17672,3703,4145,9824,Ford,Highlander,1997,N,0,
253,32,677699,04/15/05,NC,250/500,2000,831.33,4000000,550480,MALE,Masters,sales,sleeping,other-relative,52365,-56256,01/29/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,6400 Elm Lane,5,1,YES,1,1,NO,51465,9205,8902,33358,Accura,RSX,2002,N,0,
204,63,854545,08/29/03,IN,250/500,2000,1499.96,0,514131,FEMALE,MD,exec-managerial,board-games,other-relative,43573,-13468,03/08/15,Multi-vehicle Collision,Rear Collision,Minor Damage,,OH,Hillsdale,6256 1st Ave,12,2,?,2,0,NO,18039,4097,1130,12812,Mercedes,Camry,2015,N,0,
265,32,369549,11/09/00,VA,100/300,500,1660.15,6000000,659420,FEMALE,Masters,exec-managerial,golf,other-relative,69689,-58335,03/14/14,Multi-vehicle Collision,Side Collision,Minor Damage,,VA,Arlington,1082 1st Ave,20,1,YES,2,3,YES,6847,1349,897,4601,Mercedes,Highlander,2009,N,0,
289,53,774365,07/26/03,OH,250/500,2000,1203.05,4000000,528343,FEMALE,Masters,tech-support,reading,own-child,46465,-46303,10/04/15,Multi-vehicle Collision,Rear Collision,Minor Damage,,SC,Springfield,1872 1st Ave,7,1,NO,2,2,YES,102540,6697,8609,87234,Chevrolet,E400,1997,N,0,
485,44,764694,05/16/14,NC,500/1000,500,941.39,0,476114,FEMALE,PhD,sales,board-games,husband,55279,-38304,07/04/14,Vehicle Theft,?,Major Damage,Police,IL,Riverwood,5018 1st Ave,1,2,NO,2,2,YES,119163,12203,29652,77308,Audi,Civic,1995,Y,1,
36,40,739683,05/29/99,IN,250/500,500,1234.1,0,587499,FEMALE,Associate,exec-managerial,golf,husband,72476,-62142,06/15/14,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Columbus,9804 Maple Drive,5,3,?,1,2,YES,43617,3142,2469,38006,Honda,E400,2007,N,0,
456,71,675775,07/26/96,NY,500/1000,1000,1447.39,0,598580,FEMALE,Masters,sales,golf,own-child,30595,-46848,07/09/15,Parked Car,Front Collision,Minor Damage,Other,IL,Hillsdale,3898 3rd Hwy,3,1,YES,2,0,YES,103734,18969,14581,70184,Honda,A5,2004,N,0,
244,42,574243,03/27/08,IL,500/1000,2000,1690.36,5000000,690433,MALE,High School,armed-forces,camping,own-child,20860,-76653,04/29/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,4223 4th St,22,1,?,2,2,YES,36477,2730,8134,25613,Honda,Pathfinder,2007,N,0,
190,57,902410,06/19/91,VA,100/300,2000,1754.21,5000000,591262,FEMALE,Masters,tech-support,skydiving,unmarried,49368,-35318,10/18/15,Multi-vehicle Collision,Rear Collision,Minor Damage,,IL,Arlington,9343 Elm Lane,8,3,YES,2,1,YES,109268,7244,27026,74998,Nissan,RAM,1998,Y,1,
305,19,624049,05/17/12,IN,100/300,2000,877.14,6000000,656582,FEMALE,PhD,armed-forces,skydiving,own-child,68425,-8108,07/24/15,Single Vehicle Collision,Front Collision,Total Loss,Police,IN,Hillsdale,7591 5th Ridge,9,1,NO,1,0,NO,60118,8646,12918,38554,Ford,A3,2001,N,0,
58,61,704766,07/17/04,SC,250/500,2000,1007.41,4000000,665972,MALE,PhD,tech-support,dancing,unmarried,37156,-1164,03/05/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Hillsdale,8240 4th St,22,3,?,2,0,NO,41632,5400,9611,26621,Toyota,E400,1997,N,0,
372,20,532234,05/16/97,SC,100/300,2000,1158.48,0,492168,FEMALE,PhD,sales,sleeping,husband,42010,-38500,05/13/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,5811 Elm Lane,12,3,YES,0,3,YES,94460,6061,15261,73138,Chevrolet,Civic,2006,Y,1,
48,53,189158,04/29/95,IL,250/500,1000,974.77,0,521771,MALE,MD,exec-managerial,board-games,husband,1124,-13462,05/01/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,OH,Northbend,7353 Elm Lane,7,2,NO,0,2,YES,59582,12504,6202,40876,Audi,Civic,2014,N,0,
215,46,555342,07/15/92,VA,500/1000,2000,1171.15,4000000,443920,MALE,Masters,protective-serv,dancing,other-relative,75562,-46737,06/01/14,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,8055 Maple Drive,11,2,NO,2,2,YES,81408,14020,7246,60142,Honda,92x,1995,N,0,
101,67,864611,10/06/94,IL,100/300,1000,1371.26,4000000,541728,MALE,Associate,machine-op-inspct,bungie-jumping,own-child,4562,-13440,08/13/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,IN,Riverwood,1439 3rd Hwy,8,3,YES,2,2,YES,63011,3235,9871,49905,Ford,Civic,1997,N,0,
152,67,244941,12/09/15,VA,500/1000,1000,1768.44,3000000,612147,FEMALE,MD,priv-house-serv,bungie-jumping,husband,59753,-30595,05/08/15,Vehicle Theft,Rear Collision,Major Damage,Police,IL,Columbus,3334 3rd Hwy,0,1,YES,0,3,YES,116444,9136,10465,96843,Ford,95,2008,Y,1,Claim was rejected on technical grounds. Very disappointed with service.
235,50,873296,05/13/92,VA,100/300,500,929.81,5000000,666841,FEMALE,MD,priv-house-serv,sleeping,unmarried,35720,-13710,08/05/14,Vehicle Theft,Side Collision,Total Loss,Fire,SC,Riverwood,1738 4th St,3,3,NO,0,0,?,42101,10057,3711,28333,Mercedes,Pathfinder,2013,Y,1,
3,61,318905,10/28/11,OH,250/500,1000,953.95,0,432320,MALE,Masters,sales,golf,own-child,48689,-24061,06/10/15,Single Vehicle Collision,?,Minor Damage,Police,NC,Columbus,7993 Maple Drive,2,3,NO,0,3,YES,19109,4589,4502,10018,Mercedes,95,2011,N,0,
